"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chr","start","end","color"
58.8753237660047,-4.8111982725168,0.72731846671259,-6.61498159707529,3.71597970151328e-11,6.13502767923823e-10,"chr1",2127459,2127765,"blue"
32.0472601620382,-6.42980235003704,1.25922002113753,-5.10617862018156,3.2873896420543e-07,2.52879899511225e-06,"chr1",2152898,2153172,"blue"
383.019757373725,-1.05709552974016,0.348745302331353,-3.03113912265914,0.00243632962536237,0.00797934735055308,"chr1",2199241,2199753,"blue"
170.306909171249,-2.84555668374638,0.469116149409983,-6.06578282867749,1.3131246752739e-09,1.61224329129271e-08,"chr1",2212539,2213174,"blue"
214.754148733664,-2.3155970333212,0.4430712570753,-5.22624069231298,1.72991139760648e-07,1.40572003405829e-06,"chr1",2234483,2234984,"blue"
41.6306013242265,-3.71232044878858,0.709537746254242,-5.23202672216733,1.67661505297505e-07,1.36622010848128e-06,"chr1",2238767,2238959,"blue"
73.649169470099,-1.52684676244717,0.50380557077683,-3.03062699384781,0.00244046533469959,0.00799158300209462,"chr1",2251845,2252045,"blue"
198.827678788854,-2.77118793098147,0.463497445693666,-5.9788634365269,2.24699825834541e-09,2.63296410104638e-08,"chr1",2289828,2291162,"blue"
55.370534593459,-3.59681771793708,0.669676957101174,-5.37097428812035,7.83123758536136e-08,6.81651380517168e-07,"chr1",2299285,2299472,"blue"
37.3846465439429,-2.96972287410154,0.766947943569913,-3.87213095621376,0.000107887955826651,0.000483963537676995,"chr1",2303353,2303570,"blue"
64.012608339595,-3.16016008974338,0.601245508646217,-5.25602277987722,1.47204064855256e-07,1.21249095670423e-06,"chr1",2314346,2314597,"blue"
396.481275030658,-5.72292091739357,0.512052171454065,-11.17644106682,5.31801146274527e-29,2.11392466442836e-26,"chr1",2322225,2323170,"blue"
53.7792868467301,-4.31192709722749,0.779549696896773,-5.53130495001459,3.17857176024092e-08,2.98269022375877e-07,"chr1",2330887,2331133,"blue"
83.7482492128625,-4.29950973849028,0.654669539543524,-6.56745041397246,5.11840479135959e-11,8.2394422090638e-10,"chr1",2428339,2428883,"blue"
58.9498354815068,-5.71506471617968,1.7161939332491,-3.33008094566557,0.000868207404880262,0.00315377990857112,"chr1",2437920,2438326,"blue"
14.6376280134718,-3.61763474660227,1.0966869815593,-3.29869398236006,0.000971357404180894,0.00348996762916996,"chr1",2982691,2982869,"blue"
15.201304510251,-3.95804802100433,1.17260345030191,-3.37543610330095,0.000736988036264373,0.00272429734286556,"chr1",3060498,3060674,"blue"
143.985822284707,-4.37286660209434,0.477953612785181,-9.14914436280191,5.73862590753127e-20,4.70664874330412e-18,"chr1",3170553,3171218,"blue"
116.523147126528,-6.97195686594057,0.811600490849585,-8.5903802973829,8.66819352098541e-18,4.87484849537701e-16,"chr1",3174806,3175153,"blue"
95.6332661999618,1.68556793764836,0.502821956835542,3.35221625614026,0.000801673710181097,0.00293887516249867,"chr1",3213639,3214255,"red"
58.527763877336,-1.92875624651152,0.636918478063344,-3.02826234901556,0.00245964453083447,0.00804704270480007,"chr1",3219308,3219528,"blue"
48.0454311548999,-1.56428486654899,0.602258275775516,-2.59736549827346,0.00939419034889004,0.0267047945500557,"chr1",3283866,3284189,"blue"
351.411150829617,-3.65871950694703,0.433713606021517,-8.4357960095112,3.28956117550028e-17,1.66345749633963e-15,"chr1",3313043,3313922,"blue"
106.903987180555,1.82800520618267,0.465934187841086,3.9233120339436,8.73399124594348e-05,0.000399943968164569,"chr1",3337190,3337948,"red"
162.564092647865,2.8778350252391,0.469478929252609,6.1298491709106,8.79624229798256e-10,1.11645411699566e-08,"chr1",3359432,3360275,"red"
89.4254359857921,1.12577251309814,0.47908239756028,2.34985154710572,0.0187808998113209,0.0491378350847965,"chr1",3410065,3410602,"red"
71.1327448313706,-3.73631834652284,0.675090010546189,-5.53454841303299,3.1203123789252e-08,2.9331355617843e-07,"chr1",3473429,3473867,"blue"
341.71072379558,1.32802903223586,0.361015396581893,3.67859389048136,0.000234523355750216,0.000972634491076113,"chr1",3481947,3482910,"red"
209.612078690905,1.59836937433658,0.455521449502298,3.50887839877344,0.000450000597596142,0.00174738079458242,"chr1",3494440,3495156,"red"
55.4785834689865,-3.81567161028334,0.65801993134306,-5.79871737698783,6.68240419489468e-09,7.15878322757721e-08,"chr1",3516159,3516509,"blue"
43.5891665741158,-4.22960749251624,0.752091198323772,-5.62379602625719,1.86806211680355e-08,1.82860256243719e-07,"chr1",3524094,3524373,"blue"
194.440911898341,-6.2192942078414,0.614347571736497,-10.1234130221466,4.34977468105327e-24,7.35054134236298e-22,"chr1",3540028,3540489,"blue"
288.836390410115,-2.06145044693589,0.482149204582364,-4.27554463917763,1.90670590362262e-05,0.000101529168756243,"chr1",3542892,3543652,"blue"
161.25142503289,-1.52263787886271,0.457517683119854,-3.32804159279638,0.000874588078934816,0.00317489722376085,"chr1",3547323,3547742,"blue"
107.703331017811,1.51329441352033,0.469684879232723,3.22193555813942,0.00127327769403839,0.00444684225807573,"chr1",3587181,3587887,"red"
236.23500943099,1.21802225924987,0.451872903576556,2.69549744985652,0.00702836157826837,0.02064914184552,"chr1",3652124,3653172,"red"
33.3851382319557,-5.47301137608429,1.0084762418808,-5.4270107205274,5.73056876011377e-08,5.12153111576315e-07,"chr1",3690547,3690800,"blue"
280.17827759202,-1.53245880915807,0.455472985175502,-3.3645438017967,0.000766703133446206,0.00282399360679495,"chr1",3702975,3704169,"blue"
178.917619531491,-1.88530358565503,0.529912715369654,-3.55776249743297,0.000374027258608858,0.00148138213461872,"chr1",3717026,3717883,"blue"
127.895225688445,-5.60214412808827,0.59400342460924,-9.43116469702778,4.05560271095907e-21,4.09130488046218e-19,"chr1",3747064,3747549,"blue"
103.635913428706,-5.09743866010181,0.635171324896999,-8.02529720769183,1.01280436279221e-15,3.90823494887613e-14,"chr1",3783708,3784074,"blue"
75.6866318702472,1.59946209680732,0.531998074792407,3.00651858078895,0.00264257903081739,0.00858232482814567,"chr1",3869753,3870229,"red"
19.8414922086436,-3.85045539606937,1.00258106616364,-3.84054270125316,0.000122762615108835,0.000544267042732676,"chr1",3891533,3891764,"blue"
48.0687837783737,1.4211979352332,0.594844330225293,2.38919304264854,0.0168854274478198,0.0447899655714116,"chr1",3922047,3922609,"red"
63.9017495566402,-1.7374802967858,0.545169898732643,-3.18704371027256,0.00143735051080326,0.00496557011560178,"chr1",3942759,3943327,"blue"
46.9548543890769,-4.21977934135339,0.740149887144295,-5.70124972609869,1.18932252800484e-08,1.21193793198576e-07,"chr1",4018647,4019094,"blue"
72.5511241723656,-2.23306085199331,0.549817948778258,-4.06145499061164,4.87678213385937e-05,0.000236792252126084,"chr1",4082006,4082374,"blue"
39.4249776977928,-4.51132378569641,0.78135219828776,-5.77373916088345,7.75314281171737e-09,8.20409510215765e-08,"chr1",4083560,4083865,"blue"
123.983514813307,-3.87415660156123,0.542142113300493,-7.14601671133027,8.93321893679567e-13,1.99130942624723e-11,"chr1",4108701,4109339,"blue"
27.6183115723874,-5.61775085524827,1.12421598280122,-4.9970387729682,5.82173665898451e-07,4.2619327947563e-06,"chr1",4147395,4147735,"blue"
24.2862743558194,-6.02360151364501,1.27893713966502,-4.70984955149767,2.47899713370187e-06,1.59550946616697e-05,"chr1",4395300,4395660,"blue"
41.918272645988,-3.54352084071539,0.753606449920737,-4.70208401359635,2.57519492374751e-06,1.65172518416537e-05,"chr1",4422234,4422682,"blue"
21.2535921315018,-4.79957537734556,1.22290784241762,-3.92472368797395,8.68293441679929e-05,0.000397801272562448,"chr1",4510502,4510707,"blue"
204.280390654353,1.04040759708066,0.43040020411515,2.41730275016855,0.0156360059810382,0.0418462490507792,"chr1",4655425,4656742,"red"
37.1203804824178,-4.79843659395364,0.842402002954989,-5.69613625931755,1.22552945213725e-08,1.24520591440343e-07,"chr1",4681265,4681655,"blue"
92.1326512775023,-4.58565461359201,0.57770614352259,-7.93769404221803,2.05974658106373e-15,7.51112330907007e-14,"chr1",4751734,4752462,"blue"
46.5360373972882,-4.93557845327266,0.795976971785293,-6.20065482824543,5.62287129273009e-10,7.42644680149223e-09,"chr1",4837255,4837516,"blue"
35.6062152024794,-2.75125211323001,0.708625047685604,-3.88252168366854,0.000103378794491973,0.000465662180217986,"chr1",4931543,4931733,"blue"
42.4081075032613,-5.82032883545588,0.957662554066913,-6.07764061645581,1.21963716709662e-09,1.50846682628239e-08,"chr1",5053854,5054128,"blue"
27.9945597873072,-5.21028183567419,1.00503271108113,-5.18419129867865,2.16954164020448e-07,1.73178410541988e-06,"chr1",5165799,5165986,"blue"
165.87879278893,-5.70228620597401,0.665342051370405,-8.57045814890102,1.03074139781716e-17,5.71403990190077e-16,"chr1",5239928,5240505,"blue"
50.1104242000192,-3.6587244366339,0.699380860454175,-5.23137626937337,1.68252636578407e-07,1.37055813952886e-06,"chr1",5410609,5410923,"blue"
28.09249184869,-1.86008026437276,0.791638426216271,-2.34965888816594,0.0187906224333405,0.0491586770154706,"chr1",5423211,5423435,"blue"
47.3785644249065,-1.68762350539072,0.609856600957669,-2.76724643586807,0.00565320033970424,0.0169957982151599,"chr1",5444586,5444798,"blue"
21.3509107789424,-4.47074058854141,1.02733861429911,-4.35176924756356,1.35043349820471e-05,7.42860534291167e-05,"chr1",5477631,5477815,"blue"
314.982822710057,-5.85685733323582,0.533815434917378,-10.971689745431,5.22860073287701e-28,1.74604067576345e-25,"chr1",5493959,5494838,"blue"
50.1770075930118,-4.87241170928685,0.808627991292463,-6.02552936795951,1.68557006223791e-09,2.02426099629551e-08,"chr1",5502512,5503151,"blue"
27.3360595886225,-4.84385903832383,0.965538684667209,-5.0167425865421,5.25549062320796e-07,3.87946981529877e-06,"chr1",5504204,5504453,"blue"
46.8368344932818,-4.61212732997247,0.800317238243901,-5.7628739074678,8.26935764855098e-09,8.70491116117139e-08,"chr1",5525899,5526309,"blue"
49.6397324966288,-8.0707662137939,1.56896482831411,-5.14400709827647,2.68939365233877e-07,2.10837432333535e-06,"chr1",5533353,5533794,"blue"
30.2099742384038,-5.74724467201404,1.08997755608337,-5.27281010506828,1.34350556809717e-07,1.11530491007846e-06,"chr1",5536751,5537009,"blue"
26.0523709802371,-5.10604480720939,1.11328873359454,-4.5864515225293,4.50843024907695e-06,2.74319041955599e-05,"chr1",5621883,5622101,"blue"
89.8139926558821,-4.15218575883184,0.644746671608068,-6.44002666733562,1.19452512459081e-10,1.79449377236279e-09,"chr1",5652110,5653018,"blue"
28.3952247002295,-3.32723566709232,0.820151693324183,-4.05685398710401,4.97381547231533e-05,0.000241001916647101,"chr1",5660241,5660430,"blue"
65.09401742174,-4.40069905675645,0.659623884662401,-6.67152775859345,2.53154059473275e-11,4.30605022557259e-10,"chr1",5680467,5680952,"blue"
26.8335421563778,-4.8164871178946,0.998497671147397,-4.82373395258886,1.40895326547026e-06,9.53022091549185e-06,"chr1",5740109,5740347,"blue"
28.1630085195497,-3.8384811622555,0.828755790604604,-4.63161911599459,3.62817159946722e-06,2.25365088506194e-05,"chr1",5814439,5814722,"blue"
55.2586568299158,-3.73349804207995,0.661327429387628,-5.64546074481906,1.64739458309147e-08,1.63305063734142e-07,"chr1",5836959,5837552,"blue"
39.1684118629912,-2.66664805146037,0.733094184381796,-3.63752449313059,0.000275271022456929,0.00112380581604166,"chr1",5850508,5850902,"blue"
33.3586196217805,-5.89301863509298,1.08050411157703,-5.45395299467387,4.92622290050611e-08,4.45589265280053e-07,"chr1",5908575,5908753,"blue"
214.209848912301,-1.08455602718113,0.407000906937281,-2.66475088555088,0.00770453726350543,0.0224019483489245,"chr1",6025268,6026660,"blue"
116.071606130482,1.1423124966469,0.453955084176673,2.5163557727714,0.0118575420337463,0.0327953970923861,"chr1",6034159,6034868,"red"
223.562712414024,1.06844316519781,0.389648642394433,2.74206823519803,0.00610536571354751,0.0182061479903943,"chr1",6058546,6059321,"red"
84.1276965406554,1.72736393163146,0.502298556917426,3.43891876224407,0.000584042468198092,0.00220727132303555,"chr1",6059800,6060277,"red"
135.716524323529,1.72440037176056,0.442243364874844,3.89921140421986,9.65064880378898e-05,0.000437750326214853,"chr1",6108796,6109449,"red"
59.3778668381044,-1.99028194570892,0.67904290797714,-2.9310105772814,0.00337861277520757,0.0107129006100394,"chr1",6127813,6128274,"blue"
34.902709276755,-1.95110141833458,0.691652625465087,-2.82092678679938,0.00478851300458698,0.0146492670729347,"chr1",6148437,6148765,"blue"
482.000805503849,1.4433731559086,0.343227906185368,4.20529079919588,2.60746678381768e-05,0.000134731474522159,"chr1",6157401,6158467,"red"
634.101892933387,1.36652914298342,0.353029192127741,3.87086726382942,0.000108448834916359,0.000486261277649551,"chr1",6204938,6206565,"red"
230.786570484897,1.03895874720988,0.403668502487828,2.57379196248091,0.0100590736849231,0.028359943764092,"chr1",6220075,6220836,"red"
373.445897750223,1.16616043558688,0.41215474948098,2.82942374691886,0.00466319108906664,0.0143046578908051,"chr1",6245100,6246193,"red"
50.0395069529749,-4.71352168618594,0.842574839983532,-5.59418755760387,2.21657239245215e-08,2.14129401908518e-07,"chr1",6301582,6302072,"blue"
232.510517025694,1.79984017843813,0.387406905529365,4.64586498781888,3.38654442085939e-06,2.11757019221105e-05,"chr1",6343362,6344067,"red"
76.7564208647587,-4.55665700680625,0.6362469169243,-7.16177459662001,7.96392943220086e-13,1.79427822014096e-11,"chr1",6348594,6348893,"blue"
126.973347528207,-1.24040983094977,0.50711928956214,-2.44599220830422,0.0144454122282633,0.0390377109933333,"chr1",6350395,6350780,"blue"
86.5561364287535,-1.26904792409268,0.522503178811005,-2.42878507836161,0.0151495098470745,0.0407108889781154,"chr1",6353944,6354381,"blue"
121.73411849723,-3.19772894137328,0.539129088964207,-5.93128622964282,3.00570708868309e-09,3.44271072000349e-08,"chr1",6358160,6359010,"blue"
57.0874138370258,-4.51532274154502,0.725921605995397,-6.22012446557991,4.96760658673661e-10,6.62984053054916e-09,"chr1",6367411,6367827,"blue"
167.191556525293,1.27979597555303,0.409043113723562,3.12875570475423,0.00175548193219705,0.00594296744416886,"chr1",6430907,6431487,"red"
45.590688357131,-3.67619102242862,0.769227975847345,-4.77906568384892,1.76111658475614e-06,1.16702436019732e-05,"chr1",6447941,6448388,"blue"
21.4133495620043,-5.84075721294112,1.3407623166042,-4.35629577338825,1.32282000296616e-05,7.28788036520174e-05,"chr1",6448704,6448913,"blue"
408.576844596322,1.40146503022648,0.397523820203562,3.52548692430261,0.000422705043900933,0.00165247296735758,"chr1",6471246,6472628,"red"
178.226208890669,1.62400078767853,0.42951788000725,3.78098529367653,0.000156208902637346,0.000675116783503325,"chr1",6482955,6483602,"red"
187.617650400923,-1.31662206350018,0.44500464222,-2.95867040157588,0.00308969368246993,0.0098843777521292,"chr1",6513111,6513815,"blue"
174.660695964011,-5.86596442996587,0.613506057275364,-9.56137981101141,1.1619704352673e-21,1.28322072038703e-19,"chr1",6577866,6578406,"blue"
58.3755771028784,-4.79794163659368,0.753428918331458,-6.36814106793139,1.91332905104642e-10,2.76222569285459e-09,"chr1",6587337,6587684,"blue"
1462.10379770756,-1.16047429858365,0.384756123380082,-3.01612951182916,0.00256023879973568,0.00834220979688454,"chr1",6600950,6603763,"blue"
144.523795108777,-5.18611341369384,0.59964017870319,-8.64870900563996,5.20852882833966e-18,3.06082554468758e-16,"chr1",6604073,6604454,"blue"
103.937825133266,-3.36434160928395,0.560625752585157,-6.00104721156725,1.96048971796293e-09,2.32370759701052e-08,"chr1",6623166,6623688,"blue"
16.3344748656299,-5.43866839928869,1.3958760625151,-3.89624017872279,9.76975084954972e-05,0.000442636178033173,"chr1",6735380,6735584,"blue"
108.83501687526,-4.12705601590477,0.551479793044181,-7.48360333045627,7.23119976392129e-14,1.9753937957197e-12,"chr1",6743518,6744128,"blue"
32.2323736939672,-3.64326963593502,0.814962385056851,-4.47047581917645,7.80457679348716e-06,4.51361572919532e-05,"chr1",6762199,6762397,"blue"
24.421514469879,-2.4949138218684,0.796253357595044,-3.13331654814478,0.00172842926766715,0.00585974877789433,"chr1",6819697,6819899,"blue"
51.8277707770075,-1.91351377594967,0.59062048778943,-3.23983643559599,0.00119598282994639,0.00420629181452164,"chr1",6867694,6868282,"blue"
111.569267206056,-6.05410748353302,0.732212068966641,-8.26824323187827,1.35947320570488e-16,6.14005327357755e-15,"chr1",6881239,6881832,"blue"
78.323351312875,-4.8775078984841,0.665214519278477,-7.33223307238464,2.26348993848146e-13,5.6494786957236e-12,"chr1",6904661,6905138,"blue"
121.575548674807,-5.75711013425497,1.39537973757699,-4.12583756178939,3.69387932976717e-05,0.00018445140776573,"chr1",6918535,6919146,"blue"
192.86661881386,-6.69894254943538,0.667557211398177,-10.0350088877097,1.06949772372123e-23,1.66272434445332e-21,"chr1",6922514,6922969,"blue"
48.6819428438802,-2.44758075694006,0.637252210669309,-3.84083525480336,0.000122616387292718,0.000543670422612557,"chr1",6927835,6928187,"blue"
426.017001595967,2.46240073822084,0.371305753467144,6.63173332281459,3.31767586643237e-11,5.52568176296969e-10,"chr1",6959248,6960944,"red"
173.487855839499,3.83155104756562,0.468581872784844,8.17690839125766,2.91219245437284e-16,1.2347784254797e-14,"chr1",6998184,6998617,"red"
35.7368418674927,-4.05846545480111,0.775054710871272,-5.23635995998117,1.63774399316272e-07,1.33672506135053e-06,"chr1",7149324,7149733,"blue"
20.1365311572313,-5.74894923692538,1.3382628819785,-4.29582955213259,1.74041273438673e-05,9.34316644444928e-05,"chr1",7199411,7199628,"blue"
92.7665555727408,2.25420215472626,0.506134626436903,4.45376000175178,8.43794165442403e-06,4.84665531292555e-05,"chr1",7223601,7224354,"red"
27.5396047944125,-2.53487427191159,0.752365427490801,-3.36920621188775,0.000753850070640929,0.00278141116826594,"chr1",7291513,7291756,"blue"
32.7027315784099,-3.43893193432045,0.776785547127419,-4.42713171870633,9.54944231474766e-06,5.42429877855644e-05,"chr1",7299411,7299585,"blue"
75.0059356012058,1.38192116852151,0.529564160954564,2.60954435819548,0.00906628909476012,0.025871642290456,"chr1",7326178,7326959,"red"
88.9406084274559,-3.28208923459032,0.579820508862452,-5.6605262911956,1.50909465608541e-08,1.50555460516312e-07,"chr1",7379232,7379918,"blue"
407.60925233997,1.62311254589179,0.420447935025421,3.86043647899864,0.00011318466232044,0.000505519379996752,"chr1",7447167,7448536,"red"
92.2500565403047,-4.51431415645618,0.590214564267551,-7.6485983738107,2.03181748347312e-14,6.17627490995096e-13,"chr1",7455271,7455950,"blue"
27.9635110766612,-2.27571747827376,0.773307889911294,-2.94283494060148,0.00325221766520638,0.0103557768861987,"chr1",7469597,7469789,"blue"
36.8811392557321,-2.81092125703861,0.747336193917869,-3.7612540111332,0.000169063634645827,0.000724497039088505,"chr1",7491555,7491963,"blue"
57.9568860827413,-4.42159780959753,0.699927552586473,-6.31722210857139,2.66306712874323e-10,3.74905941966879e-09,"chr1",7574261,7574676,"blue"
65.901042122521,-3.93203993744183,0.59416360320146,-6.61777314573847,3.64650030069944e-11,6.0295671067616e-10,"chr1",7649024,7649278,"blue"
61.0957861035356,-3.33156317824565,0.623001049528977,-5.34760443945398,8.91259843505952e-08,7.67374121981394e-07,"chr1",7705480,7705777,"blue"
107.025177650991,-8.17775553605541,1.12818290951008,-7.24860788717911,4.21076957045661e-13,9.9843262000993e-12,"chr1",7745600,7746139,"blue"
139.530200309632,-2.10848285313152,0.589544099140834,-3.57646333192766,0.000348274142449132,0.00138961065032579,"chr1",7885522,7886528,"blue"
50.459798266014,1.37916272206145,0.587135534405573,2.34896823858181,0.0188255125712768,0.049237065768545,"chr1",7912024,7912715,"red"
37.3688684294216,-4.80863080460098,0.847161724374832,-5.67616626937381,1.37746896640714e-08,1.38699507231328e-07,"chr1",7991855,7992281,"blue"
914.680205422005,-5.7770371657057,0.415262856611429,-13.9117599220087,5.37406329964548e-44,1.79034359749927e-40,"chr1",8004170,8005442,"blue"
101.491674237848,-5.37263465831282,0.654123836610591,-8.21348245945549,2.14864126378465e-16,9.37741841141646e-15,"chr1",8012405,8012972,"blue"
142.281582452511,-6.25421698862594,0.684162882568371,-9.14141522139785,6.16403136738736e-20,5.0173207269122e-18,"chr1",8013552,8014313,"blue"
191.035406908188,-1.71832254443219,0.527439175901302,-3.25785914839541,0.00112256109295599,0.00397574785955642,"chr1",8017493,8018165,"blue"
311.286861303402,-2.61609856926744,0.436088462367014,-5.99900890536682,1.9852547178418e-09,2.35067128184093e-08,"chr1",8018837,8020362,"blue"
693.159516553327,-1.27632768893377,0.407094120544065,-3.13521523530727,0.00171728063798448,0.00582576370826588,"chr1",8025806,8026894,"blue"
90.3753684417089,-3.53664343302935,0.567702574677567,-6.22974703794151,4.67188918228652e-10,6.27086217292859e-09,"chr1",8047669,8048389,"blue"
111.247260205757,-1.86649848275788,0.476551529803295,-3.91667713988518,8.97778543536115e-05,0.000409927136111855,"chr1",8116684,8117208,"blue"
184.946173350663,-1.95475321194296,0.46582384453368,-4.19633566396713,2.71268126753972e-05,0.00013972430540601,"chr1",8120662,8121629,"blue"
153.793761276496,-5.42636517564088,0.593847720878521,-9.13763745293705,6.38315196025997e-20,5.17760582858861e-18,"chr1",8133493,8134386,"blue"
75.5745401407833,-1.41381740698013,0.520123074106753,-2.71823627399763,0.00656309529027658,0.0194220814709782,"chr1",8137817,8138301,"blue"
205.249748262866,-1.92889017975547,0.417099242046154,-4.62453532711535,3.75439097017844e-06,2.32472513580713e-05,"chr1",8169584,8170649,"blue"
265.029673563919,1.18368279839437,0.374690274626719,3.15909666877156,0.00158258987098614,0.00541332707520295,"chr1",8182095,8183041,"red"
